song_id,performer,song,spotify_genre,danceability,loudness,speechiness,valence,spotify_track_popularity
(I've Had) The Time Of My LifeBill Medley & Jennifer Warnes,Bill Medley & Jennifer Warnes,(I've Had) The Time Of My Life,['soft rock'],0.7,-8.255,0.0507,0.385,70
Meet VirginiaTrain,Train,Meet Virginia,"['neo mellow', 'pop', 'pop rock']",0.675,-7.775,0.0486,0.594,65
Blaze Of GloryKenny Rogers,Kenny Rogers,Blaze Of Glory,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']",0.589,-11.557,0.0895,0.671,38
AdiaSarah McLachlan,Sarah McLachlan,Adia,"['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'folk', 'lilith', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock']",0.526,-10.535,0.025,0.251,57
BoulevardJackson Browne,Jackson Browne,Boulevard,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",0.541,-7.058,0.0625,0.82,40
Take A LookAretha Franklin,Aretha Franklin,Take A Look,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",0.277,-11.615,0.0318,0.247,8
Route 66 ThemeNelson Riddle,Nelson Riddle,Route 66 Theme,"['adult standards', 'classic soundtrack', 'easy listening', 'exotica', 'lounge']",0.424,-12.24,0.0288,0.544,37
Object Of My DesireStarpoint,Starpoint,Object Of My Desire,"['funk', 'post-disco', 'quiet storm']",0.78,-10.906,0.053900000000000003,0.887,48
Never On SundayThe Chordettes,The Chordettes,Never On Sunday,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'rock-and-roll', 'vocal harmony group']",0.711,-8.625,0.0365,0.845,33
"Gypsys, Tramps & ThievesCher",Cher,"Gypsys, Tramps & Thieves","['dance pop', 'hollywood', 'new wave pop', 'pop']",0.48,-11.119,0.0376,0.705,55
I'll Cry InsteadThe Beatles,The Beatles,I'll Cry Instead,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",0.643,-6.859,0.0347,0.96,47
Sour GirlStone Temple Pilots,Stone Temple Pilots,Sour Girl,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",0.394,-6.619,0.0295,0.737,55
Waking Up In VegasKaty Perry,Katy Perry,Waking Up In Vegas,"['dance pop', 'pop', 'post-teen pop']",0.524,-3.108,0.0346,0.59,54
Higher LoveSteve Winwood,Steve Winwood,Higher Love,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'symphonic rock']",0.696,-12.159,0.0415,0.954,63
I Love YouDonna Summer,Donna Summer,I Love You,"['dance pop', 'disco', 'europop', 'hi-nrg', 'motown', 'new wave pop']",0.574,-3.456,0.0439,0.258,37
DedicationNipsey Hussle Featuring Kendrick Lamar,Nipsey Hussle Featuring Kendrick Lamar,Dedication,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.512,-5.448,0.438,0.168,69
Love Song311,311,Love Song,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'reggae fusion', 'rock']",0.625,-8.337,0.0309,0.556,59
China GirlDavid Bowie,David Bowie,China Girl,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",0.651,-7.867,0.0277,0.832,61
Don't Make MeBlake Shelton,Blake Shelton,Don't Make Me,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.513,-5.703,0.0282,0.245,39
I Want CrazyHunter Hayes,Hunter Hayes,I Want Crazy,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",0.562,-4.806,0.0387,0.558,62
Shawty Get LooseLil Mama Featuring Chris Brown & T-Pain,Lil Mama Featuring Chris Brown & T-Pain,Shawty Get Loose,"['hip pop', 'trap queen']",0.886,-4.229,0.246,0.619,43
One Fine DayThe Chiffons,The Chiffons,One Fine Day,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll']",0.251,-2.685,0.128,0.599,61
I Just Want To CelebrateRare Earth,Rare Earth,I Just Want To Celebrate,"['blues rock', 'classic rock', 'motown']",0.438,-7.685,0.226,0.635,44
Mixed PersonalitiesYNW Melly Featuring Kanye West,YNW Melly Featuring Kanye West,Mixed Personalities,"['melodic rap', 'trap']",0.661,-9.104,0.0803,0.352,82
I Still BelieveMariah Carey,Mariah Carey,I Still Believe,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.604,-7.597,0.0332,0.176,56
Missionary ManEurythmics,Eurythmics,Missionary Man,"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",0.59,-4.271,0.0589,0.566,43
Take This Hurt Off MeDon Covay,Don Covay,Take This Hurt Off Me,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",0.822,-12.176,0.0484,0.927,13
ReadyCat Stevens,Cat Stevens,Ready,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",0.712,-6.284,0.0281,0.908,19
"Baby, It's Cold OutsideGlee Cast",Glee Cast,"Baby, It's Cold Outside","['glee club', 'hollywood', 'post-teen pop']",0.52,-9.806,0.0299,0.509,65
TitaniumDavid Guetta Featuring Sia,David Guetta Featuring Sia,Titanium,"['dance pop', 'edm', 'pop']",0.599,-3.641,0.0986,0.233,67
Soul Dance Number ThreeWilson Pickett,Wilson Pickett,Soul Dance Number Three,"['brill building pop', 'classic rock', 'classic soul', 'folk rock', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']",0.726,-9.769,0.0401,0.867,24
Hurts To Be In LoveGino Vannelli,Gino Vannelli,Hurts To Be In Love,"['classic canadian rock', 'mellow gold', 'soft rock', 'yacht rock']",0.411,-6.867,0.0312,0.347,43
You Can't Change ThatRaydio,Raydio,You Can't Change That,['yacht rock'],0.691,-5.983,0.115,0.892,42
OneGlee Cast,Glee Cast,One,"['glee club', 'hollywood', 'post-teen pop']",0.732,-4.957,0.0626,0.694,51
The A TeamEd Sheeran,Ed Sheeran,The A Team,"['pop', 'uk pop']",0.642,-9.918,0.0367,0.407,77
Papa Can You Hear Me?Glee Cast,Glee Cast,Papa Can You Hear Me?,"['glee club', 'hollywood', 'post-teen pop']",0.345,-14.331,0.04,0.174,37
You Make Me Feel...Cobra Starship Featuring Sabi,Cobra Starship Featuring Sabi,You Make Me Feel...,"['dance pop', 'emo', 'neon pop punk', 'pop punk', 'post-teen pop']",0.668,-2.944,0.0535,0.748,67
Ascension (Don't Ever Wonder)Maxwell,Maxwell,Ascension (Don't Ever Wonder),"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0.753,-10.48,0.0317,0.778,66
The Night Has A Thousand EyesBobby Vee,Bobby Vee,The Night Has A Thousand Eyes,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'merseybeat', 'rock-and-roll', 'rockabilly']",0.54,-10.675,0.0326,0.891,44
What IfReba McEntire,Reba McEntire,What If,"['contemporary country', 'country', 'country dawn', 'oklahoma country']",0.54,-6.288,0.0249,0.165,31
A Shoulder To Cry OnTommy Page,Tommy Page,A Shoulder To Cry On,[],0.52,-8.78,0.0238,0.315,44
Locked Out Of HeavenBruno Mars,Bruno Mars,Locked Out Of Heaven,['pop'],0.726,-4.165,0.0431,0.867,79
I Wanna Talk About MeToby Keith,Toby Keith,I Wanna Talk About Me,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.765,-5.191,0.0499,0.684,58
HomeBlake Shelton,Blake Shelton,Home,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.38,-6.972,0.0268,0.281,63
"Ricky""Weird Al"" Yankovic","""Weird Al"" Yankovic",Ricky,"['antiviral pop', 'comedy rock', 'comic', 'parody']",0.521,-8.27,0.108,0.972,27
Hell On HeelsPistol Annies,Pistol Annies,Hell On Heels,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.655,-5.829,0.0406,0.383,58
"I Need Your LoveShaggy Featuring Mohombi, Faydee, Costi","Shaggy Featuring Mohombi, Faydee, Costi",I Need Your Love,"['dance pop', 'reggae fusion']",0.529,-3.903,0.164,0.543,61
American TunePaul Simon,Paul Simon,American Tune,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",0.402,-16.086,0.0302,0.24,45
Hey Big BrotherRare Earth,Rare Earth,Hey Big Brother,"['blues rock', 'classic rock', 'motown']",0.522,-7.119,0.0751,0.856,30
Girls In Their Summer ClothesBruce Springsteen,Bruce Springsteen,Girls In Their Summer Clothes,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.439,-4.383,0.0316,0.673,43
MoonlightJAY-Z,JAY-Z,Moonlight,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",NA,NA,NA,NA,58
She's Out Of My LifeMichael Jackson,Michael Jackson,She's Out Of My Life,"['pop', 'r&b', 'soul']",0.293,-23.92,0.0414,0.101,57
Walk In The NightJr. Walker & The All Stars,Jr. Walker & The All Stars,Walk In The Night,"['outlaw country', 'redneck']",0.563,-4.054,0.0338,0.963,31
"Ghostface Killers21 Savage, Offset & Metro Boomin Featuring Travis Scott","21 Savage, Offset & Metro Boomin Featuring Travis Scott",Ghostface Killers,"['atl hip hop', 'pop rap', 'rap', 'trap']",0.782,-7.033,0.155,0.243,74
Never Really OverKaty Perry,Katy Perry,Never Really Over,"['dance pop', 'pop', 'post-teen pop']",0.77,-4.792,0.0602,0.385,86
Back HereBBMak,BBMak,Back Here,"['boy band', 'dance pop']",0.618,-3.119,0.0341,0.929,49
Waiting For A Star To FallBoy Meets Girl,Boy Meets Girl,Waiting For A Star To Fall,['new wave pop'],0.656,-10.25,0.028,0.591,58
Blue & GreyBTS,BTS,Blue & Grey,"['k-pop', 'k-pop boy group']",0.547,-6.755,0.0415,0.364,80
Beat ItSean Kingston Featuring Chris Brown & Wiz Khalifa,Sean Kingston Featuring Chris Brown & Wiz Khalifa,Beat It,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",0.477,-5.386,0.109,0.555,60
As Tears Go ByMarianne Faithfull,Marianne Faithfull,As Tears Go By,"['british invasion', 'folk', 'new wave pop']",0.517,-10.667,0.0296,0.812,34
SelfishSlum Village Featuring Kanye West & John Legend,Slum Village Featuring Kanye West & John Legend,Selfish,"['alternative hip hop', 'detroit hip hop', 'hip hop', 'indie soul', 'neo soul', 'southern hip hop']",0.71,-6.468,0.239,0.49,55
"Lovely, Lovely (Loverly, Loverly)Chubby Checker",Chubby Checker,"Lovely, Lovely (Loverly, Loverly)","['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",0.667,-6.13,0.0318,0.906,33
Hey Man Nice ShotFilter,Filter,Hey Man Nice Shot,"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",0.479,-10.773,0.0339,0.305,63
Send One Your LoveStevie Wonder,Stevie Wonder,Send One Your Love,"['adult standards', 'motown', 'quiet storm', 'soul']",0.624,-17.456,0.0814,0.418,38
Looking For SpaceJohn Denver,John Denver,Looking For Space,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",0.17,-10.881,0.0317,0.464,43
Love So RightBee Gees,Bee Gees,Love So Right,"['adult standards', 'disco', 'mellow gold', 'soft rock']",0.577,-13.226,0.0301,0.492,53
MoneytalksAC/DC,AC/DC,Moneytalks,"['album rock', 'australian rock', 'hard rock', 'rock']",0.65,-3.677,0.0314,0.409,65
Clear Da AirMoneybagg Yo,Moneybagg Yo,Clear Da Air,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.818,-7.525,0.285,0.17,63
No WeaknessRod Wave,Rod Wave,No Weakness,['florida rap'],0.707,-10.65,0.117,0.55,47
VenusFrankie Avalon,Frankie Avalon,Venus,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",0.558,-10.229,0.0291,0.745,46
Outlaw50 Cent,50 Cent,Outlaw,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",0.735,-7.299,0.379,0.128,42
What Hurts The MostCascada,Cascada,What Hurts The Most,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop']",0.572,-6.43,0.111,0.254,42
***FlawlessBeyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless,"['dance pop', 'pop', 'pop rap', 'r&b']",0.639,-7.273,0.215,0.457,68
I Wanna Be Where You AreMichael Jackson,Michael Jackson,I Wanna Be Where You Are,"['pop', 'r&b', 'soul']",0.606,-8.439,0.0649,0.656,43
Nothing Like UsJustin Bieber,Justin Bieber,Nothing Like Us,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",0.425,-14.365,0.0486,0.551,67
FaintLinkin Park,Linkin Park,Faint,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0.554,-3.554,0.131,0.594,70
Beat Of A HeartScandal Featuring Patty Smyth,Scandal Featuring Patty Smyth,Beat Of A Heart,"['idol rock', 'j-poprock']",0.61,-13.003,0.0471,0.754,26
No Fair At AllThe Association,The Association,No Fair At All,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']",0.486,-11.4,0.0253,0.274,21
SeasonsGrace Slick,Grace Slick,Seasons,['psychedelic rock'],0.339,-11.65,0.0349,0.614,16
RenegadesX Ambassadors,X Ambassadors,Renegades,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'stomp pop']",0.526,-6.003,0.0905,0.528,75
Like A BoyCiara,Ciara,Like A Boy,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",0.701,-5.751,0.145,0.425,61
New MorningAlpha Rev,Alpha Rev,New Morning,['rebel blues'],0.191,-7.188,0.0413,0.407,31
Living Next Door To AliceSmokie,Smokie,Living Next Door To Alice,"['gospel', 'gospel r&b']",0.566,-7.532,0.032,0.75,60
Forever Came TodayJackson 5,Jackson 5,Forever Came Today,"['adult standards', 'motown', 'soul']",0.657,-6.612,0.0349,0.865,34
ExchangeBryson Tiller,Bryson Tiller,Exchange,"['pop', 'pop rap', 'rap', 'trap']",0.53,-10.598,0.185,0.274,80
Go For SodaKim Mitchell,Kim Mitchell,Go For Soda,"['album rock', 'canadian indie', 'classic canadian rock']",0.673,-14.217,0.0412,0.58,49
We've Got TonightBob Seger & The Silver Bullet Band,Bob Seger & The Silver Bullet Band,We've Got Tonight,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.52,-6.418,0.0269,0.333,54
Bitter Sweet SymphonyThe Verve,The Verve,Bitter Sweet Symphony,"['alternative rock', 'britpop', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock', 'shoegaze']",0.356,-6.006,0.0479,0.518,79
TwerkCity Girls Featuring Cardi B,City Girls Featuring Cardi B,Twerk,"['pop', 'pop rap', 'trap queen']",0.788,-4.006,0.142,0.481,74
The Impossible DreamRoger Williams,Roger Williams,The Impossible Dream,"['adult standards', 'ballroom', 'easy listening', 'lounge']",0.226,-13.066,0.0312,0.119,21
Whateva ManRedman,Redman,Whateva Man,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap', 'southern hip hop', 'wu fam']",0.583,-7.827,0.468,0.713,43
What's Wrong With ThemLil Wayne Featuring Nicki Minaj,Lil Wayne Featuring Nicki Minaj,What's Wrong With Them,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.692,-5.183,0.285,0.406,41
I Feel Pretty / UnprettyGlee Cast,Glee Cast,I Feel Pretty / Unpretty,"['glee club', 'hollywood', 'post-teen pop']",0.348,-8.171,0.0359,0.337,58
The Voice WithinChristina Aguilera,Christina Aguilera,The Voice Within,"['dance pop', 'pop', 'post-teen pop', 'r&b']",0.484,-5.995,0.0336,0.157,59
Why Can't This Night Go On ForeverJourney,Journey,Why Can't This Night Go On Forever,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0.346,-3.508,0.0365,0.293,44
Live And LearnJoe Public,Joe Public,Live And Learn,['new jack swing'],0.745,-9.464,0.0746,0.654,40
Good VibesChris Janson,Chris Janson,Good Vibes,"['contemporary country', 'country pop', 'country road', 'modern country rock']",0.582,-2.771,0.0451,0.736,66
Desert PeteThe Kingston Trio,The Kingston Trio,Desert Pete,"['american folk revival', 'bubblegum pop', 'folk', 'folk rock', 'traditional folk']",0.725,-16.127,0.0853,0.606,22
Best PartDaniel Caesar Featuring H.E.R.,Daniel Caesar Featuring H.E.R.,Best Part,"['canadian contemporary r&b', 'pop']",0.524,-10.209,0.0367,0.436,81
Tijuana TaxiHerb Alpert & The Tijuana Brass,Herb Alpert & The Tijuana Brass,Tijuana Taxi,"['adult standards', 'easy listening', 'lounge']",0.776,-9.831,0.0462,0.894,45
You Belong To MeThe Duprees,The Duprees,You Belong To Me,"['brill building pop', 'doo-wop', 'rhythm and blues']",0.322,-8.429,0.0273,0.378,43
AnniversaryTony Toni Tone,Tony Toni Tone,Anniversary,"['dance pop', 'funk', 'hip pop', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0.711,-9.675,0.0343,0.55,55
Save RoomJohn Legend,John Legend,Save Room,"['neo mellow', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.69,-6.131,0.0264,0.375,63
HeatChris Brown Featuring Gunna,Chris Brown Featuring Gunna,Heat,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.62,-5.83,0.0795,0.483,78
What's UpDJ Miko,DJ Miko,What's Up,[],0.794,-9.153,0.0433,0.72,46
What Would HappenMeredith Brooks,Meredith Brooks,What Would Happen,"['lilith', 'pop rock']",0.709,-9.291,0.0296,0.622,33
She's So Meanmatchbox twenty,matchbox twenty,She's So Mean,"['neo mellow', 'pop rock', 'post-grunge']",0.672,-3.728,0.0378,0.676,59
BabeSugarland Featuring Taylor Swift,Sugarland Featuring Taylor Swift,Babe,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.535,-3.292,0.207,0.664,66
DripCardi B Featuring Migos,Cardi B Featuring Migos,Drip,"['pop', 'pop rap', 'rap']",0.968,-7.808,0.255,0.268,70
Love Me For A ReasonThe Osmonds,The Osmonds,Love Me For A Reason,['bubblegum pop'],0.617,-5.449,0.027,0.801,38
ABCJackson 5,Jackson 5,ABC,"['adult standards', 'motown', 'soul']",0.736,-11.781,0.0437,0.95,65
This Time AroundHanson,Hanson,This Time Around,"['boy band', 'dance pop', 'neo mellow', 'pop rock']",0.303,-4.098,0.12,0.323,37
Crawling In The DarkHoobastank,Hoobastank,Crawling In The Dark,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",0.57,-4.802,0.105,0.676,65
Break You OffThe Roots Featuring Musiq,The Roots Featuring Musiq,Break You Off,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'philly rap', 'southern hip hop']",0.546,-8.22,0.127,0.268,48
Stand By My WomanLenny Kravitz,Lenny Kravitz,Stand By My Woman,"['permanent wave', 'pop rock', 'rock']",0.506,-10.726,0.0307,0.253,53
I Hear You KnockingFats Domino,Fats Domino,I Hear You Knocking,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",0.469,-11.105,0.0405,0.664,31
Just BecauseJane's Addiction,Jane's Addiction,Just Because,"['alternative metal', 'alternative rock', 'art rock', 'blues rock', 'funk metal', 'funk rock', 'garage rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock']",0.369,-1.531,0.0931,0.209,55
AddictedSaving Abel,Saving Abel,Addicted,"['alternative metal', 'nu metal', 'post-grunge']",0.512,-4.146,0.0338,0.529,68
"Awful, Beautiful LifeDarryl Worley",Darryl Worley,"Awful, Beautiful Life","['contemporary country', 'country', 'country road', 'modern country rock']",0.624,-6.873,0.0327,0.672,44
"Mr. Sun, Mr. MoonPaul Revere & The Raiders Featuring Mark Lindsay",Paul Revere & The Raiders Featuring Mark Lindsay,"Mr. Sun, Mr. Moon","['deep new americana', 'indie folk', 'maine indie', 'new americana', 'new england americana', 'stomp and holler']",0.605,-7.274,0.0297,0.796,46
California King BedRihanna,Rihanna,California King Bed,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",0.469,-3.841,0.0369,0.341,60
